Date,employees,GDP,monthly_supply,Population,mortgage_rate,deliquency_rate,Cpi,new_permits,target_house_price,total_construction_spending
,,,,,4.38,41561.071,,,,
,,,,,4.4,35270.621,,,,
,,,,,4.43,33898.048,,,,
,,,,,4.46,35475.423,,,,
,,,,,4.44,32814.912,,,,
,,,,,4.45,31062.131,,,,
,,,,,4.44,32229.994,,,,
,,,,,4.4,35439.668,,,,
,,,,,4.42,34448.004,,,,
,,,,,4.47,31589.152,,,,
,,,,,4.58,33319.998,,,,
,,,,,4.55,36479.929,,,,
,,,,,4.55,36844.036,,,,
,,,,,4.61,QBPLNTLN90DU,,,,
,,,,,4.66,15518.454,,,,
,,,,,4.56,14663.15,,,,
,,,,,4.54,15585.007,,,,
,,,,,4.62,16038.281,,,,
,,,,,4.57,14750.352,,,,
,,,,,4.55,15445.065,,,,
,,,,,4.52,19632.499,,,,
,,,,,4.53,21047.025,,,,
,,,,,4.52,19770.629,,,,
,,,,,4.54,19875.509,,,,
,,,,,4.6,21101.586,,,,
,,,,,4.59,22274.529,,,,
,,,,,4.53,21918.176,,,,
,,,,,4.51,22507.406,,,,
,,,,,4.52,26080.553,,,,
,,,,,4.54,31514.875,,,,
,,,,,4.6,33867.537,,,,
,,,,,4.65,35221.661,,,,
,,,,,4.72,46588.192,,,,
,,,,,4.71,74846.247,,,,
,,,,,4.9,90942.277,,,,
,,,,,4.85,98825.22,,,,
,,,,,4.86,109537.779,,,,
,,,,,4.83,129902.812,,,,
,,,,,4.94,143738.191,,,,
,,,,,4.94,133273.993,,,,
,,,,,4.81,131318.446,,,,
,,,,,4.81,129038.284,,,,
,,,,,4.75,125934.097,,,,
,,,,,4.63,121928.906,,,,
,,,,,4.62,126916.807,,,,
,,,,,4.55,133583.05,,,,
,,,,,4.51,131691.992,,,,
,,,,,4.45,128075.144,,,,
,,,,,4.45,130111.453,,,,
,,,,,4.45,123665.56,,,,
,,,,,4.46,119802.795,,,,
,,,,,4.41,109334.587,,,,
,,,,,4.37,99745.645,,,,
,,,,,4.35,96664.764,,,,
,,,,,4.35,89401.877,,,,
,,,,,4.41,83260.119,,,,
,,,,,4.31,79330.275,,,,
,,,,,4.28,75601.168,,,,
,,,,,4.06,68793.74,,,,
,,,,,4.08,62937.676,,,,
,,,,,4.12,60293.411,,,,
,,,,,4.17,60737.651,,,,
,,,,,4.2,56682.34,,,,
,,,,,4.14,52738.251,,,,
,,,,,4.1,52730.627,,,,
,,,,,4.07,53770.142,,,,
,,,,,4.06,49951.038,,,,
,,,,,3.99,46153.783,,,,
,,,,,3.82,47122.093,,,,
,,,,,3.82,51049.547,,,,
,,,,,3.84,47682.911,,,,
,,,,,3.73,42741.863,,,,
,,,,,3.75,41618.367,,,,
,,,,,3.75,42132.342,,,,
,,,,,3.81,40153.61,,,,
,,,,,3.75,37596.802,,,,
,,,,,3.75,38146.251,,,,
,,,,,3.6,40154.297,,,,
,,,,,3.6,37854.203,,,,
,,,,,3.55,41394.055,,,,
,,,,,3.58,43496.157,,,,
,,,,,3.49,44205.109,,,,
,,,,,3.56,41561.071,,,,
,,,,,3.73,35270.621,,,,
,,,,,3.64,33898.048,,,,
,,,,,3.65,35475.423,,,,
,,,,,3.57,32814.912,,,,
,,,,,3.69,31062.131,,,,
,,,,,3.75,32229.994,,,,
,,,,,3.78,35439.668,,,,
,,,,,3.69,34448.004,,,,
,,,,,3.75,31589.152,,,,
,,,,,3.66,33319.998,,,,
,,,,,3.68,36479.929,,,,
,,,,,3.68,36844.036,,,,
,,,,,3.73,QBPLNTLN90DU,,,,
,,,,,3.73,15518.454,,,,
,,,,,3.74,14663.15,,,,
,,,,,3.72,15585.007,,,,
,,,,,3.64,16038.281,,,,
,,,,,3.65,14750.352,,,,
,,,,,3.6,15445.065,,,,
,,,,,3.51,19632.499,,,,
,,,,,3.45,21047.025,,,,
,,,,,3.47,19770.629,,,,
,,,,,3.49,19875.509,,,,
,,,,,3.45,21101.586,,,,
,,,,,3.29,22274.529,,,,
,,,,,3.36,21918.176,,,,
,,,,,3.65,22507.406,,,,
,,,,,3.5,26080.553,,,,
,,,,,3.33,31514.875,,,,
,,,,,3.33,33867.537,,,,
,,,,,3.31,35221.661,,,,
,,,,,3.33,46588.192,,,,
,,,,,3.23,74846.247,,,,
,,,,,3.26,90942.277,,,,
,,,,,3.28,98825.22,,,,
,,,,,3.24,109537.779,,,,
,,,,,3.15,129902.812,,,,
,,,,,3.18,143738.191,,,,
,,,,,3.21,133273.993,,,,
,,,,,3.13,131318.446,,,,
,,,,,3.13,129038.284,,,,
,,,,,3.07,125934.097,,,,
,,,,,3.03,121928.906,,,,
,,,,,2.98,126916.807,,,,
,,,,,3.01,133583.05,,,,
,,,,,2.99,131691.992,,,,
,,,,,2.88,128075.144,,,,
,,,,,2.96,130111.453,,,,
,,,,,2.99,123665.56,,,,
,,,,,2.91,119802.795,,,,
,,,,,2.93,109334.587,,,,
,,,,,2.86,99745.645,,,,
,,,,,2.87,96664.764,,,,
,,,,,2.9,89401.877,,,,
,,,,,2.88,83260.119,,,,
,,,,,2.87,79330.275,,,,
,,,,,2.81,75601.168,,,,
,,,,,2.8,68793.74,,,,
,,,,,2.81,62937.676,,,,
,,,,,2.78,60293.411,,,,
,,,,,2.84,60737.651,,,,
,,,,,2.72,56682.34,,,,
,,,,,2.72,52738.251,,,,
,,,,,2.71,52730.627,,,,
,,,,,2.71,53770.142,,,,
,,,,,2.67,49951.038,,,,
,,,,,2.66,46153.783,,,,
,,,,,2.67,47122.093,,,,
,,,,,2.65,51049.547,,,,
,,,,,2.79,47682.911,,,,
,,,,,2.77,42741.863,,,,
,,,,,2.73,41618.367,,,,
,,,,,2.73,42132.342,,,,
,,,,,2.73,40153.61,,,,
,,,,,2.81,37596.802,,,,
,,,,,2.97,38146.251,,,,
,,,,,3.02,40154.297,,,,
,,,,,3.05,37854.203,,,,
,,,,,3.09,41394.055,,,,
,,,,,3.17,43496.157,,,,
,,,,,3.18,44205.109,,,,
,,,,,3.13,41561.071,,,,
,,,,,3.04,35270.621,,,,
,,,,,2.97,33898.048,,,,
,,,,,2.98,35475.423,,,,
,,,,,2.96,32814.912,,,,
,,,,,2.94,31062.131,,,,
,,,,,3.0,32229.994,,,,
,,,,,2.95,35439.668,,,,
,,,,,2.99,34448.004,,,,
,,,,,2.96,31589.152,,,,
,,,,,2.93,33319.998,,,,
,,,,,3.02,36479.929,,,,
,,,,,2.98,36844.036,,,,
,,,,,2.9,QBPLNTLN90DU,,,,
,,,,,2.88,15518.454,,,,
,,,,,2.78,14663.15,,,,
,,,,,2.8,15585.007,,,,
,,,,,2.77,16038.281,,,,
,,,,,2.87,14750.352,,,,
,,,,,2.86,15445.065,,,,
,,,,,2.87,19632.499,,,,
,,,,,2.87,21047.025,,,,
,,,,,2.88,19770.629,,,,
,,,,,2.86,19875.509,,,,
,,,,,2.88,21101.586,,,,
,,,,,3.01,22274.529,,,,
,,,,,2.99,21918.176,,,,
,,,,,3.05,22507.406,,,,
,,,,,3.09,26080.553,,,,
,,,,,3.14,31514.875,,,,
,,,,,3.09,33867.537,,,,
,,,,,2.98,35221.661,,,,
,,,,,3.1,46588.192,,,,
,,,,,3.1,74846.247,,,,
,,,,,3.11,90942.277,,,,
,,,,,3.1,98825.22,,,,
,,,,,3.12,109537.779,,,,
,,,,,3.05,129902.812,,,,
,,,,,3.11,143738.191,,,,
,,,,,3.22,133273.993,,,,
,,,,,3.45,131318.446,,,,
,,,,,3.56,129038.284,,,,
,,,,,3.55,125934.097,,,,
,,,,,3.55,121928.906,,,,
,,,,,3.69,126916.807,,,,
,,,,,3.92,133583.05,,,,
,,,,,3.89,131691.992,,,,
,,,,,3.76,128075.144,,,,
,,,,,3.85,130111.453,,,,
,,,,,4.16,123665.56,,,,
,,,,,4.42,119802.795,,,,
,,,,,4.67,109334.587,,,,
,,,,,4.72,99745.645,,,,
,,,,,5.0,96664.764,,,,
,,,,,5.11,89401.877,,,,
,,,,,5.1,83260.119,,,,
,,,,,5.27,79330.275,,,,
,,,,,5.3,75601.168,,,,
,,,,,5.25,68793.74,,,,
,,,,,5.1,62937.676,,,,
,,,,,5.09,60293.411,,,,
,,,,,5.23,60737.651,,,,
,,,,,5.78,56682.34,,,,
,,,,,5.81,52738.251,,,,
,,,,,5.7,52730.627,,,,
,,,,,5.3,53770.142,,,,
,,,,,5.51,49951.038,,,,
,,,,,5.54,46153.783,,,,
,,,,,5.3,47122.093,,,,
,,,,,4.99,51049.547,,,,
,,,,,5.22,47682.911,,,,
,,,,,5.13,42741.863,,,,
,,,,,5.55,41618.367,,,,
,,,,,5.66,42132.342,,,,
,,,,,5.89,40153.61,,,,
,,,,,6.02,37596.802,,,,
,,,,,6.29,38146.251,,,,
,,,,,6.7,40154.297,,,,
,,,,,6.66,37854.203,,,,
,,,,,6.92,41394.055,,,,
,,,,,6.94,43496.157,,,,
,,,,,7.08,44205.109,,,,
,,,,,6.95,41561.071,,,,
,,,,,7.08,35270.621,,,,
,,,,,6.61,33898.048,,,,
,,,,,6.58,35475.423,,,,
,,,,,6.49,32814.912,,,,
,,,,,6.33,31062.131,,,,
,,,,,6.31,32229.994,,,,
,,,,,6.27,35439.668,,,,
,,,,,6.42,34448.004,,,,
,,,,,6.48,31589.152,,,,
,,,,,6.33,33319.998,,,,
,,,,,6.15,36479.929,,,,
,,,,,6.13,36844.036,,,,
,,,,,6.09,QBPLNTLN90DU,,,,
,,,,,6.12,15518.454,,,,
,,,,,6.32,14663.15,,,,
,,,,,6.5,15585.007,,,,
,,,,,6.65,16038.281,,,,
,,,,,6.73,14750.352,,,,
,,,,,6.6,15445.065,,,,
,,,,,6.42,19632.499,,,,
,,,,,6.32,21047.025,,,,
,,,,,6.28,19770.629,,,,
,,,,,6.27,19875.509,,,,
,,,,,6.39,21101.586,,,,
,,,,,6.43,22274.529,,,,
,,,,,6.39,21918.176,,,,
,,,,,6.35,22507.406,,,,
,,,,,6.39,26080.553,,,,
,,,,,6.57,31514.875,,,,
,,,,,6.79,33867.537,,,,
,,,,,6.71,35221.661,,,,
,,,,,6.69,46588.192,,,,
,,,,,6.67,74846.247,,,,
,,,,,6.71,90942.277,,,,
,,,,,6.81,98825.22,,,,
,,,,,6.96,109537.779,,,,
,,,,,6.78,129902.812,,,,
,,,,,6.81,143738.191,,,,
,,,,,6.9,133273.993,,,,
,,,,,6.96,131318.446,,,,
,,,,,7.09,129038.284,,,,
,,,,,7.23,125934.097,,,,
,,,,,7.18,121928.906,,,,
,,,,,7.12,126916.807,,,,
,,,,,7.18,133583.05,,,,
,,,,,7.19,131691.992,,,,
,,,,,7.31,128075.144,,,,
,,,,,7.49,130111.453,,,,
,,,,,7.57,123665.56,,,,
,,,,,7.63,119802.795,,,,
,,,,,7.79,109334.587,,,,
,,,,,7.76,99745.645,,,,
,,,,,7.5,96664.764,,,,
,,,,,7.44,89401.877,,,,
,,,,,7.29,83260.119,,,,
,,,,,7.22,79330.275,,,,
,,,,,7.03,75601.168,,,,
,,,,,6.95,68793.74,,,,
,,,,,6.67,62937.676,,,,
,,,,,6.61,60293.411,,,,
,,,,,6.62,60737.651,,,,
,,,,,6.66,56682.34,,,,
,,,,,6.6,52738.251,,,,
,,,,,6.69,52730.627,,,,
,,,,,6.63,53770.142,,,,
,,,,,6.64,49951.038,,,,
,,,,,6.77,46153.783,,,,
,,,,,6.9,47122.093,,,,
,,,,,6.94,51049.547,,,,
,,,,,6.88,47682.911,,,,
,,,,,6.74,42741.863,,,,
,,,,,6.87,41618.367,,,,
,,,,,6.79,42132.342,,,,
